Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0709001370,090098,HOSPITAL SANTIAGO APOSTOL,Castilla y León,Burgos,Miranda de Ebro,CARRETERA DE ORON SN S/N,09200,947349000,114,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0709001371,090047,HOSPITAL RECOLETAS DE BURGOS,Castilla y León,Burgos,Burgos,CALLE CRUZ ROJA S/N,09006,947244055,83,Hospitales Generales,Privados,,Concierto parcial,NO
0709001373,090155,HOSPITAL UNIVERSITARIO DE BURGOS COMPLEJO ASISTENCIAL UNIVER. DE BURGOS,Castilla y León,Burgos,Burgos,AVENIDA ISLAS BALEARES 3,09006,947281810,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0709001375,090050,HOSPITAL SAN JUAN DE DIOS BURGOS,Castilla y León,Burgos,Burgos,PASEO DE LA ISLA 3,09003,947257730,160,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Concierto parcial,NO
0709001376,090026,HOSPITAL FUENTE BERMEJA- COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS-,Castilla y León,Burgos,Burgos,CALLE FRANCISCO SALINAS SN S/N,09003,947281810,88,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001712,240016,HOSPITAL DE LEON COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON,Castilla y León,León,León,CALLE ALTOS DE NAVA SN S/N,24080,987237400,789,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001713,240135,HOSPITAL EL BIERZO,Castilla y León,León,Ponferrada,CALLE MEDICOS SIN FRONTERAS 7,24404,987455200,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0724001714,240074,HOSPITAL HM SAN FRANCISCO,Castilla y León,León,León,CALLE MARQUESES DE SAN ISIDRO 11,24004,987202111,75,Hospitales Generales,Privados,,Concierto parcial,NO
0724001715,240212,CLINICA PONFERRADA RECOLETAS,Castilla y León,León,Ponferrada,CAMINO DE SANTIAGO 101,24404,987423732,46,Hospitales Generales,Privados,,Concierto parcial,NO
0724001716,240140,HOSPITAL DE LA REINA,Castilla y León,León,Ponferrada,CALLE HOSPITAL 28,24401,987409109,72,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001717,240188,HOSPITAL SAN JUAN DE DIOS LEON,Castilla y León,León,San Andrés del Rabanedo,AVENIDA SAN IGNACIO DE LOYOLA 73,24010,987232500,297,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001718,240055,HM REGLA,Castilla y León,León,León,CALLE CARDENAL LANDAZURI 2,24003,987236900,130,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0724001719,240021,HOSPITAL MONTE SAN ISIDRO COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON,Castilla y León,León,León,"CARRETERA NACIONAL N-630, KM140 S/N",24008,987227250,130,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0724001721,240220,HOSPITAL VALLE DE LACIANA,Castilla y León,León,Villablino,AVENIDA DE ASTURIAS SN S/N,24100,609275256,15,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Concierto sustitutorio,NO
0724001722,240093,HOSPITAL SANTA ISABEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE LEON,Castilla y León,León,León,AVENIDA DE MADRID 118,24080,987203000,117,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000718,340014,HOSPITAL RIO CARRION COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA,Castilla y León,Palencia,Palencia,AVENIDA DONANTES DE SANGRE SN S/N,34005,979167000,376,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000719,340029,HOSPITAL SAN TELMO COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA,Castilla y León,Palencia,Palencia,AVENIDA SAN TELMO SN S/N,34004,979167000,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0734000720,340053,HOSPITAL RECOLETAS SALUD PALENCIA,Castilla y León,Palencia,Palencia,AVENIDA SIMON NIETO 31-34,34005,979747700,23,Hospitales Generales,Privados,,Concierto parcial,NO
0734000721,340035,HOSPITAL PSIQUIATRICO SAN LUIS,Castilla y León,Palencia,Palencia,CARRETERA DE BURGOS SN S/N,34004,979165324,206,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
0734000722,340040,AREA PSIQUIATRICA SAN JUAN DE DIOS,Castilla y León,Palencia,Palencia,PASEO PADRE FAUSTINO CALVO 46,34005,979742300,97,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0737001403,370037,HOSPITAL UNIVERSITARIO DE SALAMANCA (COMPLEJO ASISTENCIAL UNIVERSITARIO DE,Castilla y León,Salamanca,Salamanca,PASEO DE SAN VICENTE 58-182,37007,923291160,814,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0737001404,370074,HOSPITAL LOS MONTALVOS (COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA),Castilla y León,Salamanca,Carrascal de Barregas,"CARRETERA CIUDAD RODRIGO, S/N S/N",37192,923330163,183,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0737001405,370055,HOSPITAL GENERAL DE LA SANTISIMA TRINIDAD,Castilla y León,Salamanca,Salamanca,"PASEO DE CARMELITAS, 74-94",37007,923269300,106,Hospitales Generales,Privados,,Concierto parcial,NO
0740000778,400019,HOSPITAL GENERAL DE SEGOVIA COMPLEJO ASISTENCIAL UNIVERSITARIO DE SEGOVIA,Castilla y León,Segovia,Segovia,CALLE LUIS ERIK CLAVERIA NEUROLOGO SN S/N,40002,921419100,381,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0740000779,400045,HOSPITAL RECOLETAS SEGOVIA NUESTRA SEÑORA DE LA MISERICORDIA,Castilla y León,Segovia,Segovia,CALLE DOCTOR VELASCO 21-23,40003,921460112,36,Hospitales Generales,Privados,,Concierto parcial,NO
0742000617,420011,HOSPITAL SANTA BARBARA (COMPLEJO ASISTENCIAL UNIVERSITARIO DE SORIA),Castilla y León,Soria,Soria,PASEO DE SANTA BARBARA S/N S/N,42005,975234300,232,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0742000618,420026,HOSPITAL VIRGEN DEL MIRON (COMPLEJO ASISTENCIAL DE SORIA),Castilla y León,Soria,Soria,CARRETERA DE LOGROÑO 8,42005,975220850,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0742001402,420051,HOSPITAL LATORRE,Castilla y León,Soria,Soria,"CAMINO DE LOS ROYALES, 8 S/N",42005,975950450,29,Hospitales Generales,Privados,,Concierto parcial,NO
0747001312,470029,HOSPITAL CLINICO UNIVERSITARIO DE VALLADOLID,Castilla y León,Valladolid,Valladolid,AVENIDA RAMON Y CAJAL 3,47003,983420000,777,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0747001314,470091,HOSPITAL MEDINA DEL CAMPO,Castilla y León,Valladolid,Medina del Campo,CALLE PEÑARANDA DE BRACAMONTE 24,47400,983838000,119,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0747001315,470113,HOSPITAL RECOLETAS SALUD CAMPO GRANDE,Castilla y León,Valladolid,Valladolid,PLAZA DE COLON S/N S/N,47007,983135555,99,Hospitales Generales,Privados,,Concierto parcial,NO
0747001316,470105,HOSPITAL RECOLETAS SALUD FELIPE II,Castilla y León,Valladolid,Valladolid,CALLE FELIPE II 9,47003,983358000,79,Hospitales Generales,Privados,,Concierto parcial,NO
0747001317,470053,SANATORIO SAGRADO CORAZON,Castilla y León,Valladolid,Valladolid,CALLE FIDEL RECIO 1,47002,983299000,48,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
0747001319,470014,HOSPITAL UNIVERSITARIO RIO HORTEGA,Castilla y León,Valladolid,Valladolid,CALLE DULZAINA 2,47012,983420400,596,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0747001322,470072,FUNDACION HOSPITALARIAS VALLADOLID,Castilla y León,Valladolid,Valladolid,PASEO JUAN CARLOS I 10,47008,983272600,240,Hospitales de media y larga estancia,Organizaciones No Gubernamentales,,Concierto parcial,NO
0747004211,470124,HOSPITAL CASAVERDE VALLADOLID,Castilla y León,Valladolid,Valladolid,CALLE UNIVERSO CV A C ASTROFISICO CARLOS SANCHEZ MAGRO S/N,47011,0034000000000,99,Hospitales especializados,Privados,,Concierto parcial,NO
0749000895,490013,HOSPITAL VIRGEN DE LA CONCHA COMPLEJO ASISTENCIAL DE ZAMORA,Castilla y León,Zamora,Zamora,AVENIDA REQUEJO 35,49022,980548200,349,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000896,490028,HOSPITAL PROVINCIAL DE ZAMORA COMPLEJO ASISTENCIAL DE ZAMORA,Castilla y León,Zamora,Zamora,CALLE HERNAN CORTES 40,49021,980520200,140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000897,490065,HOSPITAL DE BENAVENTE COMPLEJO ASISTENCIAL DE ZAMORA,Castilla y León,Zamora,Benavente,CALLE HOSPITAL SAN JUAN 4-6,49600,980631900,51,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0749000898,490081,HOSPITAL RECOLETAS SALUD ZAMORA,Castilla y León,Zamora,Zamora,CALLE PINAR 7,49023,980545300,44,Hospitales Generales,Privados,,Concierto parcial,NO
0802000003,020096,HOSPITAL DE HELLIN,Castilla-La Mancha,Albacete,Hellín,CALLE JUAN RAMON JIMENEZ 40,02400,967309500,135,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0802000031,020100,HOSPITAL QUIRONSALUD  ALBACETE,Castilla-La Mancha,Albacete,Albacete,PLAZA DEL MADROÑO 11,02008,967190072,65,Hospitales Generales,Privados,,Concierto parcial,NO
0802000048,020061,HOSPITAL QUIRONSALUD SANTA CRISTINA,Castilla-La Mancha,Albacete,Albacete,CALLE PEREZ GALDOS 7-9,02003,967223300,42,Hospitales Generales,Privados,,Concierto parcial,NO
0802000130,020030,HOSPITAL GENERAL UNIVERSITARIO DE ALBACETE,Castilla-La Mancha,Albacete,Albacete,CALLE HERMANOS FALCO 37,02006,967597100,510,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0802000374,020117,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA  DEL PERPETUO SOCORRO,Castilla-La Mancha,Albacete,Albacete,CALLE SEMINARIO 4,02006,967597799,159,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0802000515,020158,"CENTRO DE ATENCION A LA SALUD MENTAL, LA MILAGROSA",Castilla-La Mancha,Albacete,Albacete,TRAVESIA DE LA IGUALDAD S/N,02006,967192350,30,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0802000755,020136,HOSPITAL GENERAL DE ALMANSA,Castilla-La Mancha,Albacete,Almansa,AVENIDA ADOLFO SUAREZ S/N,02640,967339526,93,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0802000780,020147,HOSPITAL GENERAL DE VILLARROBLEDO,Castilla-La Mancha,Albacete,Villarrobledo,"AVENIDA MIGUEL DE CERVANTES C/V CTRA. PROVENCIO KM. 0,3",02600,967133000,114,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000043,130049,HOSPITAL QUIRONSALUD CIUDAD REAL,Castilla-La Mancha,Ciudad Real,Ciudad Real,CALLE ALISOS 19,13002,926255008,55,Hospitales Generales,Privados,,Concierto parcial,NO
0813000450,130052,HOSPITAL GENERAL LA MANCHA CENTRO,Castilla-La Mancha,Ciudad Real,Alcázar de San Juan,AVENIDA DE LA CONSTITUCION 3,13600,926580500,362,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000577,130065,HOSPITAL VIRGEN DE ALTAGRACIA,Castilla-La Mancha,Ciudad Real,Manzanares,AVENIDA DON EMILIANO GARCIA ROLDAN 2,13200,926646000,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000578,130071,HOSPITAL SANTA BARBARA,Castilla-La Mancha,Ciudad Real,Puertollano,CARRETERA MALAGON S/Nº,13500,926421100,141,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000583,130034,SERVICIOS SANITARIOS Y ASISTENCIALES,Castilla-La Mancha,Ciudad Real,Ciudad Real,RONDA DEL CARMEN S/Nº,13002,926221178,87,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0813000584,130087,HOSPITAL GENERAL DE VALDEPEÑAS,Castilla-La Mancha,Ciudad Real,Valdepeñas,AVENIDA DE LOS ESTUDIANTES S/N,13300,926320200,103,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000595,130127,HOSPITAL GENERAL UNIVERSITARIO  DE CIUDAD REAL,Castilla-La Mancha,Ciudad Real,Ciudad Real,CALLE OBISPO RAFAEL TORIJA 35,13005,926278000,564,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0813000931,130128,HOSPITAL GENERAL DE TOMELLOSO,Castilla-La Mancha,Ciudad Real,Tomelloso,CALLE VEREDA DE SOCUELLAMOS S/N,13700,926525800,155,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0816000170,160014,HOSPITAL VIRGEN DE LA LUZ,Castilla-La Mancha,Cuenca,Cuenca,CALLE HERMANDAD DONANTES DE SANGRE 1,16002,969179900,388,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0816000342,160053,"HOSPITAL RECOLETAS CUENCA, S.L.U.",Castilla-La Mancha,Cuenca,Cuenca,AVENIDA DE SAN JULIAN 1,16003,969232500,30,Hospitales Generales,Privados,,Sin concierto,NO
0819000009,190019,HOSPITAL UNIVERSITARIO DE GUADALAJARA,Castilla-La Mancha,Guadalajara,Guadalajara,AVENIDA DONANTES DE SANGRE S/N,19002,949209200,496,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0819000010,190077,INSTITUTO DE ENFERMEDADES NEUROLOGICAS DE CASTILLA-LA MANCHA,Castilla-La Mancha,Guadalajara,Guadalajara,PASEO DE LA ESTACION 2,19004,949211500,147,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
0819000025,190030,HOSPITAL LA ANTIGUA,Castilla-La Mancha,Guadalajara,Guadalajara,CALLE CONSTITUCION 18,19003,949223600,63,Hospitales Generales,Privados,,Concierto parcial,NO
0819000180,190061,U.R.R. DE ENFERMOS PSIQUICOS ALCOHETE,Castilla-La Mancha,Guadalajara,Yebes,PASEO CONDE ROMANONES S/N S/N,19141,949291136,165,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,NO
0819000193,190045,CLINICA DOCTOR SANZ VAZQUEZ,Castilla-La Mancha,Guadalajara,Guadalajara,PASEO DOCTOR FERNANDEZ IPARRAGUIRRE 6,19001,949227200,40,Hospitales Generales,Privados,,Concierto parcial,NO
0845000003,450041,HOSPITAL PROVINCIAL NTRA.SRA.DE LA MISERICORDIA,Castilla-La Mancha,Toledo,Toledo,CALLE SAN SERVANDO S/N,45006,925259350,39,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0845000006,450089,HOSPITAL PARQUE MARAZUELA,Castilla-La Mancha,Toledo,Talavera de la Reina,AVENIDA DE EXTREMADURA 5,45600,925815281,15,Hospitales Generales,Privados,,Sin concierto,NO
0845000027,450133,CENTRO DE TRATAMIENTO DE DROGODEPENDIENTES EL ALBA,Castilla-La Mancha,Toledo,Toledo,"CARRETERA PUEBLA DE MONTALBAN KM. 3,6",45071,925216154,18,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,NO
0845000584,450122,HOSPITAL QUIRONSALUD TOLEDO,Castilla-La Mancha,Toledo,Toledo,CALLE URBANIZACION TRES CULTURAS S/N,45005,925266100,82,Hospitales Generales,Privados,,Concierto parcial,NO
0845000704,450020,HOSPITAL GERIATRICO VIRGEN DEL VALLE,Castilla-La Mancha,Toledo,Toledo,CARRETERA COBISA S/N,45004,925269300,155,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0845000713,450113,HOSPITAL SAN JOSE SOLIMAT,Castilla-La Mancha,Toledo,Toledo,CALLE SAN PEDRO EL VERDE 35,45004,925215267,10,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0845000810,450067,HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO,Castilla-La Mancha,Toledo,Talavera de la Reina,CARRETERA MADRID KM 114,45600,925803600,348,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0845000812,450036,HOSPITAL NACIONAL DE PARAPLEJICOS,Castilla-La Mancha,Toledo,Toledo,CALLE FINCA DE LA PERALEDA S/N,45071,925247700,210,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
0845002598,450144,HOSPITAL UNIVERSITARIO DE TOLEDO (HUT),Castilla-La Mancha,Toledo,Toledo,AVENIDA RIO GUADIANA S/N,45007,925269200,859,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
0908005135,080673,HOSPITAL MUNICIPAL DE BADALONA,Cataluña,Barcelona,Badalona,VIA AUGUSTA 9,08911,934648300,140,Hospitales Generales,Municipio,,Red de utilización pública (RUP),NO
0908005136,080351,HESTIA PALAU.,Cataluña,Barcelona,Barcelona,"CALLE SANT ANTONI MARIA CLARET , 135",08025,934501819,391,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005137,080364,HOSPITAL UNIVERSITARI SAGRAT COR,Cataluña,Barcelona,Barcelona,CALLE VILADOMAT 288,08029,933221111,367,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005138,080370,CLINICA CORACHAN,Cataluña,Barcelona,Barcelona,CALLE BUIGAS 19,08017,932545800,162,Hospitales Generales,Privados,,Sin concierto,NO
0908005139,080386,CLINICA TRES TORRES,Cataluña,Barcelona,Barcelona,CALLE DOCTOR ROUX 76,08017,932041300,64,Hospitales Generales,Privados,,Sin concierto,NO
0908005140,080291,HOSPITAL DE LA SANTA CREU I SANT PAU,Cataluña,Barcelona,Barcelona,CALLE SANT QUINTI 89,08041,935537160,644,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005141,080543,HESTIA DURAN I REYNALS,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",AVENIDA GRAN  VIA 203,08908,934170400,428,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005142,080399,HOSPITAL QUIRONSALUD BARCELONA,Cataluña,Barcelona,Barcelona,PLAZA ALFONS COMIN 5,08023,932850000,192,Hospitales Generales,Privados,,Sin concierto,NO
0908005143,080403,HM NOU  DELFOS,Cataluña,Barcelona,Barcelona,AVENIDA VALLCARCA 151,08023,932545183,264,Hospitales Generales,Privados,,Sin concierto,NO
0908005144,080180,HOSPITAL EL PILAR,Cataluña,Barcelona,Barcelona,CALLE BALMES 271,08006,932360500,193,Hospitales Generales,Privados,,Sin concierto,NO
0908005145,080497,CENTRE HOSPITALARI POLICLINICA BARCELONA,Cataluña,Barcelona,Barcelona,CALLE GUILLEM TELL 4,08006,934161616,28,Hospitales Generales,Privados,,Sin concierto,SI
0908005146,080556,"SERVEIS CLINICS, S.A.",Cataluña,Barcelona,Barcelona,CALLE GARCIA MARIÑO 4,08022,934174602,50,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005147,080575,CLINICA COROLEU - SSR HESTIA.,Cataluña,Barcelona,Barcelona,CALLE COROLEU 50,08030,931165500,74,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005149,082167,CLINICA DIAGONAL,Cataluña,Barcelona,Esplugues de Llobregat,CALLE SANT MATEU 24-26,08950,932053213,101,Hospitales Generales,Privados,,Sin concierto,SI
0908005150,080057,HOSPITAL DEL MAR,Cataluña,Barcelona,Barcelona,PASEO MARITIM DE LA BARCELONETA 25-29,08003,932483000,470,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005151,080431,"HOSPITAL CLINIC DE BARCELONA, SEU PLATO",Cataluña,Barcelona,Barcelona,CALLE PLATO 21,08006,933069900,168,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Sin concierto,NO
0908005152,080446,HOSPITAL UNIVERSITARI QUIR¿N DEXEUS,Cataluña,Barcelona,Barcelona,CALLE SABINO DE  ARANA 5-19,08028,932274747,170,Hospitales Generales,Privados,,Sin concierto,SI
0908005153,080109,HOSPITAL CLINIC DE BARCELONA,Cataluña,Barcelona,Barcelona,CALLE VILLARROEL 170,08036,932275400,844,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005154,080174,HOSPITAL DOS DE MAIG,Cataluña,Barcelona,Barcelona,CALLE DOS DE MAIG 301,08025,935072700,229,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005155,080060,HOSPITAL DE L'ESPERANÇA.,Cataluña,Barcelona,Barcelona,AVENIDA SANT JOSEP DE LA MUNTANYA 12,08024,933674100,161,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005157,080641,CLINICA PLANAS,Cataluña,Barcelona,Barcelona,CALLE PERE II DE MONTCADA 16,08034,932032812,26,Hospitales especializados,Privados,,Sin concierto,NO
0908005159,080116,"FREMAP, HOSPITAL DE BARCELONA",Cataluña,Barcelona,Barcelona,CALLE MADRAZO 8,08006,934169100,62,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0908005160,080137,CENTRE DE PREVENCIO I REHABILITACIO ASEPEYO,Cataluña,Barcelona,Sant Cugat del Vallès,AVENIDA ALCALDE BARNILS 54-60,08174,935653900,138,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
0908005161,080142,CLINICA MC COPERNIC,Cataluña,Barcelona,Barcelona,CALLE COPERNIC 58,08006,934141992,60,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0908005162,080348,FUNDACIO PUIGVERT - IUNA,Cataluña,Barcelona,Barcelona,CALLE CARTAGENA 340,08025,934169700,124,Hospitales especializados,Privados,,Red de utilización pública (RUP),SI
0908005164,080312,NOU HOSPITAL EVANGELIC,Cataluña,Barcelona,Barcelona,CALLE CIUTAT DE GRANADA 108,08018,932859955,203,Hospitales de media y larga estancia,Privados,,Sin concierto,SI
0908005165,080229,CLINICA NOSTRA SENYORA DEL REMEI,Cataluña,Barcelona,Barcelona,CALLE ESCORIAL 148,08024,932850010,134,Hospitales Generales,Privados,,Sin concierto,NO
0908005166,080168,HOSPITAL EGARSAT SANT HONORAT,Cataluña,Barcelona,Barcelona,AVENIDA TIBIDABO 20,08022,932127000,14,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
0908005167,080235,CLINICA SAGRADA FAMILIA,Cataluña,Barcelona,Barcelona,CALLE TORRAS  I  PUJALT 1,08022,932122300,150,Hospitales Generales,Privados,,Sin concierto,NO
0908005168,080214,FUNDACIO HOSPITALARIAS,Cataluña,Barcelona,Barcelona,"PASEO VALL D'HEBRON, 107",08035,932112508,213,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0908005169,080044,"HOSPITAL CLINIC DE BARCELONA, SEU SABINO DE ARANA",Cataluña,Barcelona,Barcelona,CALLE SABINO DE ARANA 1,08028,932275600,130,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005171,080478,"CENTRO MEDICO TEKNON,  GRUPO QUIRONSALUD",Cataluña,Barcelona,Barcelona,CALLE VILANA 12,08022,932906242,285,Hospitales Generales,Privados,,Sin concierto,NO
0908005172,080538,CENTRE D'OFTALMOLOGIA BARRAQUER,Cataluña,Barcelona,Barcelona,CALLE MUNTANER 314,08021,936025342,70,Hospitales especializados,Privados,,Sin concierto,SI
0908005173,080333,INSTITUT GUTTMANN,Cataluña,Barcelona,Badalona,CAMINO CAN RUTI S/N,08916,934977700,152,Hospitales especializados,Privados,,Red de utilización pública (RUP),SI
0908005174,080253,HOSPITAL MARE DE DÃA©U DE LA MERCÃA?,Cataluña,Barcelona,Barcelona,PASEO UNIVERSAL 34,08042,934275250,113,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005175,080692,HOSPITAL DE BERGA,Cataluña,Barcelona,Berga,CARRETERA DE RIBES 47,08600,938243400,150,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
0908005176,080706,HOSPITAL COMARCAL SANT JAUME DE CALELLA,Cataluña,Barcelona,Calella,CALLE SANT JAUME 209-217,03500,937690201,233,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005177,080713,HOSPITAL DE SANT JOAN DE DEU.,Cataluña,Barcelona,Esplugues de Llobregat,CALLE SANT JOAN DE DEU 2,08950,932804000,438,Hospitales especializados,Privados,,Red de utilización pública (RUP),SI
0908005178,080728,CLINICA NOSTRA SENYORA DE GUADALUPE,Cataluña,Barcelona,Esplugues de Llobregat,CALLE FRANCESC MORAGAS 2,08950,934702970,159,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005179,080734,HOSPITAL GENERAL DE GRANOLLERS.,Cataluña,Barcelona,Granollers,AVENIDA FRANCESC RIBAS 1,08402,938425000,326,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005180,080771,HOSPITAL GENERAL DE L'HOSPITALET,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",AVENIDA JOSEP MOLINS 29,08906,934407500,102,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
